epoch,train_loss,val_loss
0,0.9734973907470703,1.5789563655853271
1,0.9473357200622559,1.481174349784851
2,0.91153484582901,1.5997040271759033
3,0.877997636795044,1.187610387802124
4,0.7495005130767822,0.8285369277000427
5,0.6895232200622559,0.6145356297492981
6,0.6237639784812927,0.5794137716293335
7,0.6351000666618347,0.5330988764762878
8,0.5939856171607971,0.5049106478691101
9,0.5752609968185425,0.5142202973365784
10,0.5542231798171997,0.48052990436553955
11,0.5501258969306946,0.5277993679046631
12,0.5321940183639526,0.45852965116500854
13,0.525690495967865,0.48867911100387573
14,0.5195094347000122,0.4651409089565277
15,0.5435699820518494,0.5386887192726135
16,0.5231974720954895,0.5226739048957825
17,0.534618079662323,0.4292351007461548
18,0.5104628801345825,0.41218864917755127
19,0.4915221333503723,0.40935441851615906
20,0.4839632213115692,0.40055057406425476
21,0.4872093200683594,0.44560113549232483
22,0.5374816656112671,0.4203374683856964
23,0.5051212906837463,0.4182867705821991
24,0.48609787225723267,0.40360578894615173
25,0.4869094491004944,0.3930216133594513
26,0.49390316009521484,0.35464516282081604
27,0.488290935754776,0.38119271397590637
28,0.4861074984073639,0.39787793159484863
29,0.47274184226989746,0.3879227340221405
30,0.4651952087879181,0.3637915551662445
31,0.4875079095363617,0.3814643323421478
32,0.4578136205673218,0.36365005373954773
33,0.4728664457798004,0.37964850664138794
34,0.4639040231704712,0.35439157485961914
35,0.45471125841140747,0.3767032325267792
36,0.4853478968143463,0.4614829123020172
