epoch,train_loss,val_loss
0,0.9501183032989502,1.6144280433654785
1,0.944970428943634,1.6021794080734253
2,0.9421448111534119,1.5979965925216675
3,0.9387190937995911,1.5963610410690308
4,0.9346354603767395,1.5835754871368408
5,0.9282287955284119,1.5678590536117554
6,0.9191510677337646,1.5365946292877197
7,0.9034197330474854,1.4980156421661377
8,0.8808979988098145,1.4016640186309814
9,0.8356878161430359,1.2528460025787354
10,0.7782576084136963,1.071681261062622
11,0.7320811748504639,0.8083335161209106
12,0.760369062423706,0.7828396558761597
13,0.7175816297531128,0.7654441595077515
14,0.6928202509880066,0.6713791489601135
15,0.6775771379470825,0.7036364674568176
16,0.6615537405014038,0.6020696759223938
17,0.6445741057395935,0.6658216714859009
18,0.6294485926628113,0.5962966680526733
19,0.6216433048248291,0.6056932210922241
20,0.6202517151832581,0.5728039145469666
21,0.6115396022796631,0.5523267388343811
22,0.6097051501274109,0.5859075784683228
23,0.6028315424919128,0.5570496916770935
24,0.596682071685791,0.543268620967865
25,0.5920924544334412,0.5692176222801208
26,0.5882379412651062,0.5458939075469971
27,0.5831572413444519,0.5326697826385498
28,0.5829042792320251,0.5603317618370056
29,0.5791763663291931,0.5349676012992859
30,0.5770108103752136,0.5184623003005981
31,0.5724907517433167,0.5272669196128845
32,0.5725261569023132,0.520671546459198
33,0.568027913570404,0.5058116316795349
34,0.5694019794464111,0.5120108127593994
35,0.5646834969520569,0.510499894618988
36,0.562888503074646,0.5135389566421509
37,0.5600156188011169,0.49623697996139526
38,0.5624903440475464,0.509764552116394
39,0.5667136311531067,0.49122875928878784
40,0.5588947534561157,0.5074303150177002
41,0.560923159122467,0.5181954503059387
42,0.5579857230186462,0.4884483218193054
43,0.5553686022758484,0.48566100001335144
44,0.5518984198570251,0.49404844641685486
45,0.5495593547821045,0.49640968441963196
46,0.544884443283081,0.4746834337711334
47,0.5529111623764038,0.48828789591789246
48,0.5521700382232666,0.5035836696624756
49,0.5502360463142395,0.49062174558639526
50,0.5384876728057861,0.4671158492565155
51,0.5459341406822205,0.4890764653682709
52,0.5371786952018738,0.48091989755630493
53,0.5333521366119385,0.4623548090457916
54,0.5335047245025635,0.4619852602481842
55,0.5314698815345764,0.46282893419265747
56,0.5285152792930603,0.4663804769515991
57,0.5265200734138489,0.4616910517215729
58,0.5287560224533081,0.4682579040527344
59,0.5259678959846497,0.4559571146965027
60,0.5242066979408264,0.46450185775756836
61,0.5246835350990295,0.4678017497062683
62,0.5229170918464661,0.45733755826950073
63,0.5216085314750671,0.45729780197143555
64,0.5217267274856567,0.4576878845691681
65,0.5177519917488098,0.4503374397754669
66,0.5163528919219971,0.45074859261512756
67,0.516855776309967,0.4519895315170288
68,0.5141298770904541,0.474987655878067
69,0.5234107375144958,0.4695090055465698
70,0.516333818435669,0.449808269739151
71,0.5102243423461914,0.45157983899116516
72,0.50861656665802,0.45175105333328247
73,0.5067812204360962,0.4540887475013733
74,0.5048783421516418,0.4555385708808899
75,0.5059179663658142,0.445821613073349
76,0.5043855905532837,0.4418867528438568
77,0.5064645409584045,0.4454217255115509
78,0.5047467350959778,0.4499073624610901
79,0.5022818446159363,0.43791744112968445
80,0.5008652806282043,0.4419390857219696
81,0.5024813413619995,0.47852593660354614
82,0.5067926049232483,0.4520072340965271
83,0.49994367361068726,0.4419811964035034
84,0.5003383159637451,0.4410244822502136
85,0.49692514538764954,0.4557269215583801
86,0.501579761505127,0.440470427274704
87,0.4954906702041626,0.4398106336593628
88,0.49444642663002014,0.44986340403556824
89,0.4924755096435547,0.45275405049324036
