pool,week,import
GBMNC,2017-07-16,691
GBSFD,2018-03-11,153
GBSFD,2018-07-22,167
GBSFD,2019-10-20,221
GBSFD,2023-05-07,347
GBSFD,2024-01-14,422
GBSOU,2018-12-23,117
GBSOU,2020-10-04,307
GBTEE,2018-11-11,268
GBWID,2017-02-19,420
GBDCT,2023-09-03,61
GBLDS,2018-02-04,333
GBLPL,2017-08-27,260
GBMNC,2017-12-31,199
GBSSH,2021-10-03,141
GBTEE,2023-12-31,141
GBLPL,2017-07-23,102
GBSOU,2019-12-29,43
GBDPT,2023-03-26,127
GBCDF,2018-06-24,20
GBDPT,2018-07-22,15
GBBFS,2022-05-01,66
GBBGH,2020-08-30,398
GBDCT,2018-12-02,396
GBDCT,2022-09-25,32
GBDPT,2021-12-26,71
GBDPT,2023-04-16,121
GBDPT,2023-05-07,175
GBFXS,2018-04-01,2995
GBFXS,2018-05-13,3045
GBFXS,2021-04-04,4732
GBFXS,2021-06-20,5983
GBGMO,2017-08-06,359
GBGMO,2020-08-02,174
GBGMO,2022-11-06,157
GBGMO,2023-11-05,147
GBGMO,2024-08-25,185
GBLDS,2019-10-13,321
GBLDS,2022-10-09,108
GBLGP,2018-02-11,1420
GBLGP,2019-06-23,1402
GBLGP,2021-02-14,1638
GBLPL,2021-05-09,322
GBLPL,2023-07-16,292
GBMNC,2021-12-05,292
GBMNC,2022-11-20,350
GBSFD,2019-07-28,226
GBSFD,2021-05-30,403
GBSFD,2022-06-26,252
GBSFD,2023-03-05,420
GBSFD,2024-07-14,476
GBSOU,2020-08-02,252
GBSOU,2022-06-05,280
GBSSH,2021-03-28,129
GBTEE,2021-02-07,279
GBWID,2018-08-12,663
GBWID,2023-10-15,344
GBWID,2024-06-23,393
GBSFD,2017-03-19,174
GBSOU,2023-08-06,522
GBLPL,2022-10-02,96
GBSSH,2019-04-07,157
GBSSH,2023-09-17,110
GBBFS,2019-12-15,84
GBBFS,2024-07-14,41
GBBGH,2019-11-03,650
GBBGH,2020-11-15,538
GBCDF,2022-04-17,71
GBDPT,2023-09-03,198
GBFXS,2018-11-04,4856
GBFXS,2023-04-09,1891
GBFXS,2024-12-15,4138
GBGMO,2022-03-06,138
GBLDS,2018-02-11,335
GBLDS,2019-01-20,335
GBLDS,2020-08-23,174
GBLDS,2024-06-30,105
GBLGP,2017-05-14,1328
GBLPL,2023-04-30,427
GBMNC,2020-08-30,306
GBMNC,2022-09-04,172
GBMNC,2024-08-18,247
GBSFD,2021-02-14,214
GBSFD,2022-02-27,258
GBSFD,2022-10-09,283
GBSFD,2023-04-02,301
GBSOU,2020-06-14,272
GBSOU,2020-08-30,263
GBSSH,2019-02-24,187
GBSSH,2020-06-14,92
GBSSH,2022-08-21,130
GBWID,2021-12-26,311
GBWID,2024-02-18,400
GBDCT,2017-01-29,404
GBMNC,2018-03-25,690
GBSFD,2024-01-21,314
GBBFS,2019-07-14,164
GBBFS,2020-07-12,101
GBBGH,2019-12-22,638
GBCDF,2024-03-10,58
GBDCT,2020-10-11,388
GBDPT,2021-09-26,100
GBFXS,2019-06-23,5151
GBGMO,2017-09-10,314
GBGMO,2017-12-10,233
GBGMO,2018-02-18,217
GBGMO,2019-10-06,316
GBGMO,2022-05-29,116
GBLDS,2021-12-26,160
GBLDS,2024-03-17,126
GBLGP,2019-09-15,1670
GBLGP,2019-11-24,963
GBLPL,2017-06-25,234
GBMNC,2022-11-27,207
GBMNC,2023-07-02,244
GBMNC,2024-11-10,339
GBSFD,2017-11-12,197
GBSFD,2018-01-28,177
GBSFD,2021-11-28,303
GBSOU,2023-02-26,607
GBSOU,2023-11-26,426
GBSSH,2019-01-06,61
GBWID,2020-05-03,283
GBBFS,2022-10-02,128
GBDPT,2021-12-19,60
GBGMO,2024-04-21,120
GBSFD,2022-05-08,333
GBDCT,2018-06-17,471
GBSSH,2022-07-24,123
GBCDF,2018-06-03,14
GBBGH,2017-05-21,1114
GBBGH,2022-11-27,579
GBCDF,2019-02-24,123
GBFXS,2017-01-15,4198
GBFXS,2017-03-19,3560
GBFXS,2018-09-02,3839
GBFXS,2024-07-14,3951
GBGMO,2019-01-20,387
GBGMO,2024-05-19,158
GBLDS,2017-04-23,340
GBLDS,2019-04-21,186
GBLGP,2021-03-14,2173
GBLGP,2022-01-02,779
GBMNC,2020-01-05,173
GBMNC,2020-12-20,423
GBMNC,2024-04-07,193
GBSFD,2017-04-30,230
GBSFD,2023-07-16,442
GBSOU,2017-12-10,585
GBSOU,2019-12-22,76
GBSOU,2022-01-02,256
GBSOU,2022-09-18,546
GBTEE,2020-12-06,160
GBTEE,2021-11-14,309
GBWID,2020-04-26,364
GBWID,2021-02-07,502
GBCDF,2019-08-25,125
GBDCT,2019-03-17,276
GBDCT,2022-01-02,46
GBLDS,2023-01-29,92
GBCDF,2020-04-26,91
GBDCT,2024-03-31,101
GBMNC,2024-03-17,221
GBBFS,2020-08-09,149
GBBFS,2021-02-28,30
GBBFS,2023-02-05,210
GBDCT,2017-06-11,440
GBDCT,2022-01-23,117
GBFXS,2018-10-28,4830
GBGMO,2024-09-01,77
GBGMO,2024-09-22,140
GBLDS,2018-11-25,290
GBLDS,2020-04-12,108
GBLPL,2017-02-19,349
GBLPL,2020-10-18,392
GBLPL,2023-06-11,314
GBLPL,2024-12-22,311
GBMNC,2018-12-02,524
GBSFD,2024-06-16,383
GBSOU,2018-10-07,256
GBSSH,2024-05-05,149
GBSSH,2024-05-26,120
GBTEE,2018-01-14,303
GBWID,2017-07-16,482
GBCDF,2021-09-19,111
GBDPT,2022-07-31,113
GBDPT,2024-09-22,250
GBLPL,2022-11-13,514
GBSOU,2020-06-28,308
GBSOU,2022-05-15,514
GBSSH,2017-07-23,155
GBLPL,2022-10-30,88
GBSFD,2021-08-22,346
GBSOU,2022-03-20,360
GBTEE,2024-12-22,161
GBBGH,2021-05-30,621
GBDCT,2024-02-25,156
GBFXS,2017-07-23,4868
GBFXS,2018-07-15,3634
GBGMO,2018-08-26,208
GBGMO,2020-09-20,252
GBGMO,2024-09-15,130
GBLGP,2024-02-11,1453
GBLPL,2021-05-16,469
GBLPL,2023-02-05,381
GBLPL,2025-01-12,485
GBMNC,2019-09-29,472
GBSOU,2024-05-19,565
GBSSH,2018-07-08,153
GBSSH,2018-09-16,209
GBSSH,2020-02-02,169
GBTEE,2020-10-04,178
GBLPL,2022-03-06,542
GBSFD,2024-12-22,282
GBDCT,2023-03-26,33
GBTEE,2024-12-29,35
GBCDF,2018-08-12,4
GBBFS,2017-01-22,168
GBBFS,2017-10-22,250
GBBFS,2018-01-21,246
GBBFS,2022-11-13,83
GBBGH,2018-01-07,605
GBBGH,2019-02-03,682
GBBGH,2020-07-12,531
GBDCT,2017-09-03,441
GBDCT,2020-04-12,147
GBDCT,2020-06-07,216
GBDCT,2022-07-31,52
GBDCT,2023-05-28,42
GBDPT,2020-03-15,138
GBFXS,2020-03-15,4928
GBFXS,2021-01-10,5488
GBGMO,2020-03-08,232
GBGMO,2020-10-04,172
GBLDS,2020-10-04,175
GBLDS,2021-05-23,172
GBLGP,2018-09-23,1185
GBLPL,2019-04-28,480
GBLPL,2021-04-11,281
GBMNC,2018-01-28,623
GBMNC,2018-06-17,430
GBMNC,2019-05-12,383
GBSFD,2020-04-26,85
GBSOU,2024-03-03,600
GBWID,2017-07-09,204
GBWID,2022-08-14,302
GBWID,2022-11-13,361
GBDPT,2021-02-21,80
GBDPT,2022-05-15,95
GBDPT,2023-11-12,156
GBCDF,2021-09-05,76
GBCDF,2023-11-05,50
GBBFS,2019-01-27,108
GBBFS,2019-02-10,222
GBBFS,2020-11-08,108
GBCDF,2019-10-13,122
GBCDF,2022-02-20,51
GBDCT,2017-08-27,519
GBDCT,2019-06-23,374
GBDCT,2020-04-05,159
GBDPT,2020-09-13,97
GBFXS,2022-10-02,1915
GBLDS,2020-01-05,96
GBLGP,2019-03-17,1443
GBLGP,2019-09-22,1355
GBLPL,2024-06-23,304
GBMNC,2020-05-24,342
GBMNC,2021-09-12,290
GBMNC,2024-09-01,148
GBSFD,2021-06-13,359
GBSOU,2020-03-08,316
GBSSH,2020-03-29,75
GBTEE,2024-08-11,225
GBWID,2019-12-01,540
GBWID,2020-04-19,297
GBBFS,2017-05-21,142
GBBFS,2020-05-17,150
GBMNC,2022-05-22,219
GBSFD,2025-01-12,300
GBDPT,2024-03-03,199
GBTEE,2024-11-10,166
GBCDF,2018-04-29,1
GBBFS,2019-08-18,181
GBBFS,2020-09-13,127
GBBFS,2020-09-20,149
GBBGH,2021-04-18,659
GBBGH,2022-01-23,582
GBBGH,2022-09-04,433
GBCDF,2022-03-13,94
GBCDF,2024-01-14,36
GBDCT,2024-02-11,120
GBFXS,2017-12-24,4287
GBFXS,2020-05-24,3486
GBFXS,2022-05-29,3515
GBGMO,2019-05-26,320
GBGMO,2022-04-10,80
GBLDS,2019-09-29,238
GBLPL,2019-09-15,563
GBLPL,2021-09-12,631
GBMNC,2024-02-04,314
GBSFD,2020-10-04,209
GBSFD,2022-03-27,330
GBSOU,2020-05-03,337
GBSSH,2021-06-06,93
GBTEE,2019-11-17,202
GBTEE,2022-12-04,169
GBWID,2017-08-20,511
GBBGH,2023-02-12,395
GBCDF,2022-07-10,77
GBCDF,2024-07-28,48
GBDCT,2022-11-13,80
GBDPT,2023-03-05,181
GBFXS,2024-10-06,4123
GBLPL,2023-02-19,386
GBSOU,2018-02-25,453
GBSOU,2020-08-09,286
GBSSH,2019-06-02,143
GBBFS,2019-05-26,288
GBBGH,2019-07-14,842
GBCDF,2020-08-02,94
GBCDF,2022-04-24,96
GBDCT,2017-06-04,433
GBDPT,2024-10-20,273
GBFXS,2019-06-09,5131
GBFXS,2020-04-19,3309
GBGMO,2018-12-23,222
GBGMO,2023-06-18,145
GBGMO,2024-08-04,114
GBLDS,2019-09-15,264
GBLDS,2023-05-07,140
GBLGP,2017-06-11,1545
GBLGP,2018-11-04,1196
GBLPL,2017-12-31,146
GBLPL,2019-06-02,517
GBLPL,2021-01-31,476
GBMNC,2019-08-25,451
GBMNC,2020-03-22,295
GBMNC,2021-11-07,305
GBMNC,2022-10-30,400
GBSFD,2017-09-03,121
GBSFD,2023-07-30,463
GBSOU,2018-10-14,248
GBSOU,2019-07-21,167
GBSOU,2020-02-16,214
GBSOU,2020-02-23,297
GBSSH,2020-02-16,89
GBSSH,2023-10-01,111
GBTEE,2019-11-24,137
GBWID,2020-10-04,385
GBLPL,2019-10-27,600
GBSFD,2023-12-10,357
GBSSH,2018-02-04,204
GBSSH,2023-12-31,4
GBTEE,2024-10-27,147
GBBFS,2021-06-06,83
GBBFS,2023-08-27,77
GBBGH,2019-12-29,241
GBBGH,2023-06-04,360
GBBGH,2023-11-19,460
GBCDF,2020-04-12,90
GBCDF,2022-05-01,118
GBCDF,2024-02-25,55
GBDCT,2021-01-31,268
GBDPT,2024-12-08,292
GBFXS,2017-06-18,4606
GBFXS,2019-08-11,4898
GBLDS,2020-09-20,221
GBLGP,2017-02-12,1117
GBMNC,2018-01-21,744
GBMNC,2021-01-24,361
GBMNC,2021-04-18,361
GBMNC,2022-08-28,179
GBSOU,2024-02-18,475
GBSSH,2021-03-07,196
GBTEE,2019-12-29,43
GBTEE,2020-04-19,261
GBTEE,2021-09-12,325
GBTEE,2022-10-16,252
GBWID,2018-09-30,548
GBWID,2019-10-27,500
GBWID,2020-03-22,302
GBDPT,2019-02-10,2
GBDPT,2022-05-08,89
GBMNC,2019-12-29,165
GBLDS,2024-12-08,131
GBMNC,2024-05-19,267
GBSOU,2024-12-22,574
GBDCT,2023-11-19,78
GBCDF,2017-09-24,1
GBBFS,2022-12-11,79
GBBFS,2023-01-08,42
GBDCT,2019-03-24,317
GBDCT,2019-09-22,359
GBDCT,2019-11-10,297
GBDCT,2019-11-24,274
GBDCT,2024-12-22,88
GBDPT,2020-07-05,6
GBDPT,2020-11-01,55
GBGMO,2020-11-08,172
GBLDS,2019-08-25,270
GBLDS,2024-04-28,127
GBLGP,2017-01-15,1649
GBLGP,2023-10-08,1371
GBLGP,2024-03-17,1013
GBLPL,2017-02-26,162
GBMNC,2019-08-18,475
GBSFD,2020-08-23,169
GBSSH,2018-03-04,167
GBSSH,2019-11-24,138
GBTEE,2018-09-16,276
GBTEE,2019-12-15,149
GBWID,2019-05-26,598
GBWID,2022-06-19,335
GBWID,2022-09-04,313
GBDCT,2020-11-29,404
GBGMO,2018-02-04,176
GBLGP,2024-02-25,1409
GBLPL,2023-01-15,249
GBSFD,2020-01-12,233
GBDPT,2022-06-05,29
GBBGH,2022-06-05,177
GBCDF,2022-06-05,54
GBCDF,2023-06-04,81
GBDCT,2017-11-05,401
GBDCT,2018-02-11,397
GBDCT,2019-02-03,405
GBFXS,2017-08-27,4140
GBFXS,2017-10-15,4718
GBFXS,2020-01-26,5080
GBGMO,2023-01-15,202
GBLDS,2019-12-01,201
GBLDS,2021-09-26,152
GBLGP,2023-09-24,1490
GBMNC,2018-02-11,693
GBMNC,2019-12-01,387
GBSFD,2023-10-15,381
GBSFD,2024-10-06,380
GBTEE,2022-09-18,245
GBBGH,2021-10-10,493
GBLPL,2017-08-06,132
GBSSH,2024-01-21,89
GBTEE,2019-08-11,263
GBWID,2020-10-25,455
GBCDF,2017-10-15,2
GBBFS,2024-10-13,126
GBBGH,2021-01-03,190
GBCDF,2019-07-14,97
GBDCT,2018-02-25,432
GBDCT,2022-09-11,53
GBDPT,2023-08-27,215
GBFXS,2022-04-10,3385
GBGMO,2021-02-14,150
GBGMO,2022-07-03,113
GBGMO,2023-01-01,59
GBLGP,2018-02-18,1196
GBLGP,2020-03-15,1447
GBMNC,2018-08-12,501
GBMNC,2020-06-14,313
GBMNC,2021-02-28,558
GBMNC,2022-07-03,222
GBSOU,2021-08-15,489
GBTEE,2017-05-28,277
GBTEE,2018-02-25,260
GBTEE,2024-08-18,186
GBWID,2021-08-29,377
GBWID,2021-10-10,450
GBBFS,2017-02-12,173
GBCDF,2019-09-08,147
GBDCT,2020-03-08,302
GBDCT,2020-12-06,396
GBDCT,2023-11-05,50
GBSFD,2019-07-14,180
GBSOU,2018-02-18,312
GBSSH,2021-01-17,68
GBGMO,2024-12-29,95
GBTEE,2023-07-02,274
GBTEE,2024-11-17,137
GBBFS,2022-04-10,42
GBBGH,2017-03-19,1050
GBBGH,2019-03-31,634
GBDCT,2018-12-30,124
GBDCT,2020-09-13,266
GBGMO,2021-12-26,212
GBGMO,2024-05-05,112
GBLDS,2017-07-09,310
GBLDS,2018-12-16,344
GBLGP,2018-11-25,1134
GBLPL,2017-04-30,437
GBMNC,2019-09-22,436
GBMNC,2020-07-26,359
GBMNC,2021-10-17,315
GBSFD,2020-04-12,80
GBSFD,2022-09-18,320
GBSFD,2023-05-21,430
GBSOU,2021-08-08,458
GBSOU,2024-02-04,535
GBSSH,2023-03-19,197
GBTEE,2017-08-06,281
GBWID,2019-02-17,631
GBBGH,2022-07-10,428
GBDCT,2024-11-17,162
GBLDS,2022-05-15,175
GBSOU,2020-05-24,261
GBLDS,2020-01-19,269
GBLDS,2024-05-19,112
GBSSH,2020-10-25,105
GBWID,2024-10-27,437
GBDPT,2023-12-31,26
GBBFS,2019-06-16,233
GBBFS,2023-06-04,106
GBBGH,2020-10-11,647
GBBGH,2021-07-25,524
GBBGH,2024-02-04,517
GBCDF,2019-10-06,130
GBCDF,2020-02-02,141
GBDCT,2021-08-08,158
GBDCT,2024-06-02,105
GBDPT,2024-06-09,188
GBFXS,2017-03-05,3800
GBFXS,2024-07-21,3668
GBFXS,2024-11-10,3879
GBGMO,2018-01-21,246
GBGMO,2018-09-30,181
GBGMO,2023-11-26,128
GBLDS,2017-06-04,293
GBLDS,2019-05-12,232
GBLDS,2022-07-31,152
GBLDS,2023-12-24,120
GBLDS,2024-05-26,121
GBLGP,2019-10-13,1270
GBLPL,2022-07-31,427
GBMNC,2020-10-25,469
GBMNC,2020-11-29,581
GBSSH,2018-12-16,195
GBSSH,2023-06-25,129
GBTEE,2021-02-14,197
GBWID,2018-04-01,474
GBGMO,2021-05-30,290
GBSOU,2020-05-17,285
GBSSH,2017-02-05,162
GBBGH,2023-11-26,408
GBLDS,2023-04-09,96
GBSFD,2019-01-06,137
GBBFS,2022-07-03,98
GBBFS,2024-04-14,93
GBBGH,2018-11-11,924
GBDPT,2024-05-05,172
GBFXS,2019-05-26,5173
GBFXS,2020-02-23,3992
GBFXS,2021-02-07,5177
GBFXS,2021-07-04,5446
GBFXS,2022-03-06,5467
GBGMO,2020-09-27,192
GBGMO,2021-12-19,171
GBGMO,2023-09-17,136
GBGMO,2024-09-29,116
GBLGP,2017-06-18,1329
GBLGP,2023-02-05,1800
GBLGP,2023-03-12,1691
GBLPL,2017-04-02,316
GBLPL,2020-02-16,454
GBMNC,2021-06-27,450
GBSFD,2017-09-24,141
GBSFD,2018-12-16,216
GBSFD,2022-01-16,326
GBSFD,2023-01-08,266
GBSFD,2023-02-26,350
GBSOU,2018-11-18,245
GBSSH,2018-11-18,212
GBSSH,2019-03-03,150
GBWID,2017-03-05,419
GBWID,2020-03-29,267
GBBFS,2017-12-31,115
GBSFD,2021-10-31,353
GBSFD,2024-11-17,467
GBSSH,2020-11-15,173
GBWID,2023-01-15,559
GBBFS,2024-09-08,80
GBBFS,2017-04-16,114
GBBFS,2017-05-28,124
GBBFS,2018-05-06,145
GBBGH,2017-12-10,988
GBBGH,2020-01-05,330
GBCDF,2019-01-13,39
GBDCT,2018-05-27,456
GBFXS,2019-12-15,3710
GBFXS,2020-12-13,4282
GBGMO,2017-02-12,184
GBGMO,2024-06-30,95
GBLDS,2017-09-24,349
GBLDS,2022-02-20,112
GBLDS,2023-11-26,115
GBLGP,2017-01-22,1935
GBLPL,2017-10-15,456
GBMNC,2017-03-26,526
GBMNC,2017-09-24,724
GBMNC,2021-10-31,350
GBSFD,2020-09-06,146
GBSFD,2021-08-08,335
GBSOU,2021-10-03,325
GBBFS,2021-09-19,88
GBDCT,2024-12-01,175
GBSFD,2021-02-21,210
GBSFD,2021-07-18,347
GBBFS,2023-08-13,43
GBSSH,2023-12-10,137
GBSSH,2024-06-30,109
GBLDS,2023-11-12,80
GBBGH,2021-12-19,418
GBBGH,2023-08-06,443
GBCDF,2021-05-02,101
GBDCT,2017-01-22,402
GBDPT,2022-10-02,119
GBFXS,2021-11-07,4568
GBFXS,2022-09-25,3751
GBLDS,2020-06-07,169
GBLPL,2017-06-04,297
GBMNC,2018-03-04,414
GBMNC,2019-04-28,351
GBSOU,2018-04-08,637
GBSOU,2018-07-29,742
GBSOU,2020-02-09,337
GBSOU,2022-04-17,266
GBSOU,2024-10-13,469
GBSSH,2024-10-20,89
GBTEE,2022-07-10,212
GBWID,2018-02-18,416
GBWID,2020-01-12,598
GBBFS,2018-05-13,170
GBLDS,2023-10-15,150
GBLPL,2017-10-29,294
GBMNC,2024-11-17,357
GBTEE,2023-05-28,165
GBBFS,2017-11-05,180
GBBFS,2023-11-12,56
GBBGH,2018-12-16,892
GBBGH,2024-09-01,264
GBCDF,2023-10-22,47
GBDCT,2018-07-22,330
GBDCT,2019-11-03,306
GBFXS,2023-08-13,2629
GBGMO,2024-07-28,85
GBLDS,2022-12-25,50
GBLGP,2017-10-29,1268
GBLGP,2018-07-15,1134
GBLGP,2018-12-30,744
GBLGP,2023-11-26,1411
GBSFD,2021-08-29,250
GBSSH,2020-01-26,133
GBSSH,2020-10-18,98
GBSSH,2022-01-30,196
GBSSH,2022-04-03,128
GBSSH,2024-12-29,17
GBTEE,2021-12-26,139
GBTEE,2023-11-12,214
GBWID,2018-10-21,563
GBDCT,2018-07-15,304
GBDCT,2024-09-22,114
GBDPT,2021-05-09,67
GBGMO,2021-03-14,207
GBBFS,2018-12-02,130
GBBFS,2018-12-23,179
GBBFS,2024-02-04,77
GBCDF,2020-05-31,86
GBCDF,2020-08-09,185
GBDCT,2022-02-06,151
GBDCT,2022-03-20,47
GBDPT,2023-07-16,188
GBFXS,2017-07-30,3986
GBGMO,2018-05-06,162
GBGMO,2019-12-01,186
GBGMO,2023-02-26,247
GBLDS,2022-09-04,87
GBLGP,2017-09-10,1553
GBLGP,2022-05-15,2365
GBLPL,2018-06-03,458
GBLPL,2019-10-13,534
GBLPL,2020-01-26,579
GBLPL,2021-01-10,337
GBLPL,2023-01-29,349
GBMNC,2017-04-23,710
GBMNC,2020-02-02,428
GBMNC,2024-03-24,286
GBSFD,2017-04-16,180
GBSFD,2018-05-20,186
GBSOU,2017-06-04,299
GBSOU,2024-01-14,599
GBTEE,2017-07-16,179
GBTEE,2022-01-16,181
GBTEE,2022-11-06,213
GBWID,2017-02-26,284
GBBGH,2023-04-30,450
GBCDF,2023-05-07,61
GBDCT,2019-04-28,290
GBDCT,2022-06-05,37
GBDCT,2022-07-03,56
GBSFD,2018-04-15,167
GBSFD,2021-05-09,263
GBSSH,2023-09-24,110
GBLPL,2023-02-12,431
GBSOU,2017-09-24,476
GBTEE,2024-08-04,274
GBGMO,2025-01-12,150
GBDPT,2018-08-05,4
GBBGH,2019-01-20,974
GBBGH,2019-02-10,829
GBBGH,2019-03-03,803
GBDCT,2021-12-12,84
GBDCT,2022-11-27,57
GBFXS,2023-04-16,2519
GBGMO,2018-05-20,205
GBGMO,2020-01-12,282
GBLDS,2017-04-02,368
GBLDS,2020-12-06,208
GBLDS,2023-03-12,150
GBLGP,2017-06-04,1649
GBLGP,2018-01-07,1059
GBLGP,2023-09-17,1530
GBLGP,2024-12-08,1660
GBMNC,2017-06-25,766
GBMNC,2021-01-17,393
GBSFD,2017-05-07,239
GBSFD,2020-03-08,204
GBSOU,2018-11-11,243
GBSOU,2021-11-28,382
GBSSH,2021-04-04,159
GBTEE,2017-03-19,229
GBTEE,2018-03-25,334
GBTEE,2019-02-24,222
GBTEE,2021-11-07,334
GBTEE,2022-03-20,247
GBWID,2024-01-14,359
GBSFD,2024-02-11,411
GBSSH,2022-10-02,193
GBBGH,2023-07-23,410
GBLPL,2024-12-29,127
GBTEE,2022-09-25,198
GBMNC,2024-02-25,300
GBBFS,2017-07-30,131
GBBFS,2020-07-05,95
GBBFS,2020-10-11,136
GBBFS,2024-08-04,104
GBBGH,2018-07-15,664
GBBGH,2024-05-26,514
GBDCT,2019-08-25,298
GBDPT,2021-09-05,34
GBFXS,2017-12-03,4518
GBGMO,2018-03-04,104
GBGMO,2024-12-15,103
GBLDS,2019-04-07,162
GBLGP,2022-07-31,1617
GBLPL,2020-02-23,411
GBLPL,2020-05-31,477
GBMNC,2020-03-01,294
GBSFD,2017-07-23,173
GBSFD,2021-08-15,290
GBSFD,2024-08-25,378
GBSFD,2024-09-01,228
GBSOU,2022-06-12,336
GBWID,2017-04-30,441
GBWID,2021-01-03,240
GBBFS,2020-11-01,145
GBDCT,2023-02-12,60
GBLPL,2020-03-29,555
GBSOU,2022-08-14,553
GBTEE,2024-03-10,223
GBWID,2020-07-26,442
GBWID,2021-03-07,595
GBDPT,2021-08-01,56
GBBGH,2017-11-05,997
GBBGH,2018-09-23,826
GBBGH,2021-06-06,514
GBCDF,2020-11-08,76
GBDCT,2023-09-24,74
GBDPT,2022-01-30,101
GBFXS,2021-03-07,5757
GBFXS,2021-06-06,5316
GBFXS,2023-06-25,2521
GBGMO,2018-05-27,301
GBGMO,2020-10-18,219
GBGMO,2021-07-18,199
GBGMO,2024-05-26,144
GBLDS,2019-01-13,262
GBLGP,2024-01-21,891
GBSFD,2023-06-04,353
GBSOU,2020-04-12,278
GBSOU,2023-09-10,621
GBSSH,2019-09-15,193
GBTEE,2019-08-18,214
GBTEE,2021-05-16,419
GBTEE,2024-03-17,239
GBBFS,2023-03-19,176
GBLPL,2022-11-06,44
GBLPL,2024-01-28,193
GBSFD,2023-10-22,381
GBSOU,2020-11-29,325
GBSOU,2024-04-21,648
GBSOU,2024-10-20,557
GBSSH,2018-07-15,122
GBSSH,2019-08-04,101
GBSSH,2020-03-15,171
GBSSH,2020-05-10,69
GBSSH,2022-05-15,144
GBSSH,2022-11-13,107
GBSSH,2023-07-09,134
GBWID,2022-02-13,339
GBLPL,2023-03-05,480
GBCDF,2017-09-17,4
GBCDF,2018-09-30,0
GBBFS,2024-01-07,30
GBBGH,2018-11-18,819
GBDCT,2019-11-17,296
GBDCT,2020-02-09,282
GBDCT,2021-01-24,317
GBDPT,2021-03-28,57
GBDPT,2022-06-19,175
GBDPT,2023-09-24,200
GBDPT,2024-06-02,159
GBFXS,2024-01-21,1997
GBGMO,2018-12-09,263
GBLPL,2020-11-29,401
GBMNC,2018-06-10,418
GBMNC,2018-10-28,443
GBSFD,2020-08-09,176
GBSOU,2018-08-19,477
GBSOU,2019-03-24,69
GBSOU,2020-12-13,298
GBSSH,2019-12-22,128
GBTEE,2018-08-26,246
GBWID,2020-04-05,169
GBWID,2022-03-06,300
GBWID,2024-03-10,383
GBBFS,2023-09-03,22
GBCDF,2017-09-03,1
GBSSH,2017-03-26,146
GBTEE,2017-01-22,157
GBBGH,2023-09-03,450
GBDCT,2022-05-08,39
GBLDS,2023-12-31,29
GBBFS,2019-04-14,121
GBBFS,2022-02-20,99
GBBGH,2019-08-11,715
GBCDF,2019-03-10,120
GBCDF,2019-06-09,162
GBCDF,2019-08-04,107
GBDCT,2018-08-19,312
GBDCT,2020-04-19,172
GBDCT,2021-01-17,341
GBDCT,2021-05-09,241
GBFXS,2021-10-10,3247
GBGMO,2021-10-31,172
GBGMO,2023-03-12,183
GBGMO,2023-05-07,188
GBLGP,2017-07-09,1231
GBLGP,2017-12-31,628
GBLGP,2019-05-12,1267
GBLGP,2019-06-02,1414
GBLGP,2020-09-27,2081
GBLGP,2021-02-21,1746
GBLPL,2018-09-16,534
GBSFD,2019-01-13,281
GBSFD,2020-02-23,229
GBSOU,2020-02-02,280
GBSOU,2023-11-05,453
GBSSH,2021-09-05,96
GBTEE,2018-02-04,290
GBBFS,2023-12-31,36
GBMNC,2018-04-08,392
GBSFD,2019-02-17,226
GBSOU,2022-01-16,385
GBSSH,2023-11-05,104
GBDPT,2022-04-17,91
GBCDF,2018-05-27,37
GBBFS,2018-09-02,112
GBBFS,2024-07-07,41
GBBGH,2017-08-27,1181
GBBGH,2018-05-27,778
GBBGH,2024-08-18,487
GBDCT,2018-06-03,299
GBDCT,2018-12-16,491
GBDCT,2021-03-07,354
GBDCT,2022-08-21,71
GBDPT,2023-12-10,204
GBDPT,2024-08-18,286
GBFXS,2017-04-23,3395
GBFXS,2024-09-29,3575
GBGMO,2019-08-11,294
GBLGP,2017-01-08,1321
GBLGP,2018-10-28,1224
GBLGP,2020-06-14,1271
GBLPL,2021-03-28,505
GBSFD,2022-08-07,340
GBSOU,2019-06-16,133
GBSOU,2021-12-26,285
GBSSH,2017-04-30,150
GBSSH,2019-05-26,204
GBSSH,2020-06-28,107
GBSSH,2020-08-30,133
GBTEE,2022-02-20,312
GBTEE,2023-08-06,298
GBWID,2017-05-14,394
GBWID,2022-05-29,353
GBBFS,2017-01-08,96
GBSOU,2019-05-19,180
GBTEE,2021-05-09,291
GBWID,2023-08-27,316
GBLDS,2023-07-16,166
GBSOU,2018-01-07,262
GBTEE,2020-06-14,182
GBBFS,2018-07-08,273
GBBFS,2018-08-19,125
GBBFS,2019-10-27,167
GBBFS,2024-12-22,105
GBCDF,2021-08-22,57
GBDCT,2024-08-04,96
GBDCT,2025-01-05,71
GBDPT,2021-12-05,100
GBFXS,2017-05-07,3460
GBFXS,2019-07-28,5130
GBFXS,2020-04-26,3879
GBFXS,2020-11-15,4931
GBFXS,2021-03-21,6218
GBFXS,2023-06-04,2861
GBGMO,2019-02-24,362
GBLDS,2019-02-17,274
GBLDS,2020-03-22,173
GBLDS,2020-05-10,148
GBLDS,2020-12-20,190
GBLDS,2023-01-15,141
